"YEAR","MONTH","DATE","SITE","TRANSECT","DISTANCE","SIDE","SAND_DEPTH"
2000,9,"2000-09-28","BULL",1,1,"I",-99999
2000,9,"2000-09-28","BULL",1,1,"O",-99999
2000,9,"2000-09-28","BULL",1,2,"I",-99999
2000,9,"2000-09-28","BULL",1,2,"O",-99999
2000,9,"2000-09-28","BULL",1,5,"I",-99999
2000,9,"2000-09-28","BULL",1,6,"O",-99999
2000,9,"2000-09-28","BULL",1,8,"I",-99999
2000,9,"2000-09-28","BULL",1,9,"I",-99999
2000,9,"2000-09-28","BULL",1,17,"I",-99999
2000,9,"2000-09-28","BULL",1,22,"I",-99999
2000,9,"2000-09-28","BULL",1,23,"I",-99999
2000,9,"2000-09-28","BULL",1,25,"I",-99999
2000,9,"2000-09-28","BULL",1,35,"I",-99999
2000,9,"2000-09-28","BULL",1,36,"O",-99999
2000,9,"2000-09-28","BULL",1,37,"O",-99999
2000,9,"2000-09-28","BULL",3,1,"I",-99999
2000,9,"2000-09-28","BULL",3,3,"O",-99999
2000,9,"2000-09-28","BULL",3,4,"O",-99999
2000,9,"2000-09-28","BULL",3,5,"I",-99999
2000,9,"2000-09-28","BULL",3,5,"O",-99999
2000,9,"2000-09-28","BULL",3,6,"O",-99999
2000,9,"2000-09-28","BULL",3,9,"O",-99999
2000,9,"2000-09-28","BULL",3,13,"I",-99999
2000,9,"2000-09-28","BULL",3,14,"I",-99999
2000,9,"2000-09-28","BULL",3,14,"O",-99999
2000,9,"2000-09-28","BULL",3,15,"I",-99999
2000,9,"2000-09-28","BULL",3,15,"O",-99999
2000,9,"2000-09-28","BULL",3,16,"O",-99999
2000,9,"2000-09-28","BULL",3,17,"I",-99999
2000,9,"2000-09-28","BULL",3,17,"O",-99999
2000,9,"2000-09-28","BULL",3,18,"O",-99999
2000,9,"2000-09-28","BULL",3,19,"I",-99999
2000,9,"2000-09-28","BULL",3,19,"O",-99999
2000,9,"2000-09-28","BULL",3,20,"O",-99999
2000,9,"2000-09-28","BULL",3,21,"O",-99999
2000,9,"2000-09-28","BULL",3,22,"O",-99999
2000,9,"2000-09-28","BULL",3,23,"O",-99999
2000,9,"2000-09-28","BULL",3,24,"I",-99999
2000,9,"2000-09-28","BULL",3,24,"O",-99999
2000,9,"2000-09-28","BULL",3,25,"I",-99999
2000,9,"2000-09-28","BULL",3,25,"O",-99999
2000,9,"2000-09-28","BULL",3,26,"I",-99999
2000,9,"2000-09-28","BULL",3,27,"I",-99999
2000,9,"2000-09-28","BULL",3,27,"O",-99999
2000,9,"2000-09-28","BULL",3,28,"O",-99999
2000,9,"2000-09-28","BULL",3,31,"I",-99999
2000,9,"2000-09-28","BULL",3,31,"O",-99999
2000,9,"2000-09-28","BULL",3,32,"I",-99999
2000,9,"2000-09-28","BULL",3,32,"O",-99999
2000,9,"2000-09-28","BULL",3,33,"I",-99999
2000,9,"2000-09-28","BULL",3,34,"I",-99999
2000,9,"2000-09-28","BULL",3,35,"I",-99999
2000,9,"2000-09-28","BULL",3,36,"I",-99999
2000,9,"2000-09-28","BULL",3,37,"I",-99999
2000,9,"2000-09-28","BULL",3,37,"O",-99999
2000,9,"2000-09-28","BULL",3,38,"I",-99999
2000,9,"2000-09-28","BULL",3,39,"O",-99999
2000,9,"2000-09-28","BULL",3,40,"I",-99999
2000,9,"2000-09-28","BULL",6,1,"O",-99999
2000,9,"2000-09-28","BULL",6,7,"I",-99999
2000,9,"2000-09-28","BULL",6,10,"I",-99999
2000,9,"2000-09-28","BULL",6,14,"O",-99999
2000,9,"2000-09-28","BULL",6,17,"I",-99999
2000,9,"2000-09-28","BULL",6,21,"I",-99999
2000,9,"2000-09-28","BULL",6,22,"I",-99999
2000,9,"2000-09-28","BULL",6,26,"I",-99999
2000,9,"2000-09-28","BULL",6,27,"O",-99999
2000,9,"2000-09-28","BULL",6,28,"I",-99999
2000,9,"2000-09-28","BULL",6,30,"I",-99999
2000,9,"2000-09-28","BULL",6,30,"O",-99999
2000,9,"2000-09-28","BULL",6,31,"I",-99999
2000,9,"2000-09-28","BULL",6,31,"O",-99999
2000,9,"2000-09-28","BULL",6,32,"I",-99999
2000,9,"2000-09-28","BULL",6,32,"O",-99999
2000,9,"2000-09-28","BULL",6,33,"I",-99999
2000,9,"2000-09-28","BULL",6,33,"O",-99999
2000,9,"2000-09-28","BULL",6,34,"I",-99999
2000,9,"2000-09-28","BULL",6,34,"O",-99999
2000,9,"2000-09-28","BULL",6,35,"I",-99999
2000,9,"2000-09-28","BULL",6,36,"I",-99999
2000,9,"2000-09-28","BULL",6,37,"I",-99999
2000,9,"2000-09-28","BULL",6,37,"O",-99999
2000,9,"2000-09-28","BULL",6,38,"I",-99999
2000,9,"2000-09-28","BULL",6,38,"O",-99999
2000,9,"2000-09-28","BULL",6,39,"I",-99999
2000,9,"2000-09-28","BULL",6,39,"O",-99999
2000,9,"2000-09-28","BULL",6,40,"I",-99999
2000,9,"2000-09-08","CARP",2,1,"I",-99999
2000,9,"2000-09-08","CARP",2,13,"O",-99999
2000,9,"2000-09-08","CARP",2,14,"O",-99999
2000,9,"2000-09-08","CARP",2,36,"I",-99999
2000,9,"2000-09-08","CARP",2,36,"O",-99999
2000,9,"2000-09-08","CARP",2,37,"O",-99999
2000,9,"2000-09-08","CARP",3,1,"O",-99999
2000,9,"2000-09-08","CARP",3,4,"I",-99999
2000,9,"2000-09-08","CARP",3,4,"O",-99999
2000,9,"2000-09-08","CARP",3,5,"I",-99999
2000,9,"2000-09-08","CARP",3,5,"O",-99999
2000,9,"2000-09-08","CARP",3,6,"I",-99999
2000,9,"2000-09-08","CARP",3,7,"I",-99999
2000,9,"2000-09-08","CARP",3,8,"I",-99999
2000,9,"2000-09-08","CARP",3,8,"O",-99999
2000,9,"2000-09-08","CARP",3,9,"O",-99999
2000,9,"2000-09-08","CARP",3,13,"I",-99999
2000,9,"2000-09-08","CARP",3,14,"O",-99999
2000,9,"2000-09-08","CARP",3,15,"O",-99999
2000,9,"2000-09-08","CARP",3,16,"I",-99999
2000,9,"2000-09-08","CARP",3,17,"O",-99999
2000,9,"2000-09-08","CARP",3,19,"O",-99999
2000,9,"2000-09-08","CARP",3,20,"I",-99999
2000,9,"2000-09-08","CARP",3,20,"O",-99999
2000,9,"2000-09-08","CARP",3,21,"I",-99999
2000,9,"2000-09-08","CARP",3,22,"O",-99999
2000,9,"2000-09-08","CARP",3,23,"O",-99999
2000,9,"2000-09-08","CARP",3,24,"I",-99999
2000,9,"2000-09-08","CARP",3,24,"O",-99999
2000,9,"2000-09-08","CARP",3,25,"O",-99999
2000,9,"2000-09-08","CARP",3,26,"O",-99999
2000,9,"2000-09-08","CARP",3,27,"I",-99999
2000,9,"2000-09-08","CARP",3,27,"O",-99999
2000,9,"2000-09-08","CARP",3,28,"O",-99999
2000,9,"2000-09-08","CARP",3,29,"I",-99999
2000,9,"2000-09-08","CARP",3,29,"O",-99999
2000,9,"2000-09-08","CARP",3,30,"I",-99999
2000,9,"2000-09-08","CARP",3,31,"O",-99999
2000,9,"2000-09-08","CARP",3,33,"I",-99999
2000,9,"2000-09-08","CARP",3,33,"O",-99999
2000,9,"2000-09-08","CARP",3,34,"I",-99999
2000,9,"2000-09-08","CARP",3,34,"O",-99999
2000,9,"2000-09-08","CARP",3,35,"O",-99999
2000,9,"2000-09-08","CARP",3,36,"I",-99999
2000,9,"2000-09-08","CARP",3,36,"O",-99999
2000,9,"2000-09-08","CARP",3,38,"O",-99999
2000,9,"2000-09-08","CARP",3,40,"I",-99999
2000,9,"2000-09-08","CARP",3,40,"O",-99999
2000,9,"2000-09-08","CARP",4,25,"O",-99999
2000,9,"2000-09-08","CARP",4,28,"O",-99999
2000,9,"2000-09-08","CARP",4,29,"I",-99999
2000,9,"2000-09-08","CARP",4,29,"O",-99999
2000,9,"2000-09-08","CARP",4,30,"I",-99999
2000,9,"2000-09-08","CARP",4,30,"O",-99999
2000,9,"2000-09-08","CARP",4,31,"I",-99999
2000,9,"2000-09-08","CARP",4,31,"O",-99999
2000,9,"2000-09-08","CARP",4,32,"O",-99999
2000,9,"2000-09-08","CARP",4,33,"O",-99999
2000,9,"2000-09-08","CARP",4,34,"O",-99999
2000,9,"2000-09-08","CARP",4,36,"O",-99999
2000,9,"2000-09-08","CARP",4,37,"O",-99999
2000,9,"2000-09-08","CARP",4,38,"O",-99999
2000,9,"2000-09-08","CARP",4,39,"O",-99999
2000,9,"2000-09-08","CARP",4,40,"O",-99999
2000,9,"2000-09-08","CARP",5,11,"I",-99999
2000,9,"2000-09-08","CARP",5,12,"I",-99999
2000,9,"2000-09-08","CARP",5,13,"O",-99999
2000,9,"2000-09-08","CARP",5,14,"O",-99999
2000,9,"2000-09-08","CARP",5,15,"O",-99999
2000,9,"2000-09-08","CARP",5,16,"O",-99999
2000,9,"2000-09-08","CARP",5,17,"O",-99999
2000,9,"2000-09-08","CARP",5,19,"O",-99999
2000,9,"2000-09-08","CARP",5,20,"O",-99999
2000,9,"2000-09-08","CARP",5,23,"I",-99999
2000,9,"2000-09-08","CARP",5,23,"O",-99999
2000,9,"2000-09-08","CARP",5,24,"I",-99999
2000,9,"2000-09-08","CARP",5,24,"O",-99999
2000,9,"2000-09-08","CARP",5,25,"O",-99999
2000,9,"2000-09-08","CARP",5,26,"O",-99999
2000,9,"2000-09-08","CARP",5,28,"O",-99999
2000,9,"2000-09-08","CARP",5,29,"O",-99999
2000,9,"2000-09-08","CARP",5,33,"O",-99999
2000,9,"2000-09-08","CARP",5,37,"I",-99999
2000,9,"2000-09-08","CARP",5,40,"I",-99999
2000,9,"2000-09-08","CARP",5,40,"O",-99999
2000,9,"2000-09-08","CARP",6,21,"O",-99999
2000,9,"2000-09-08","CARP",6,28,"I",-99999
2000,9,"2000-09-08","CARP",6,38,"I",-99999
2000,9,"2000-09-08","CARP",7,3,"O",-99999
2000,9,"2000-09-08","CARP",7,4,"O",-99999
2000,9,"2000-09-08","CARP",7,5,"O",-99999
2000,9,"2000-09-08","CARP",7,6,"O",-99999
2000,9,"2000-09-08","CARP",7,7,"O",-99999
2000,9,"2000-09-08","CARP",7,8,"O",-99999
2000,9,"2000-09-08","CARP",7,9,"O",-99999
2000,9,"2000-09-08","CARP",7,10,"O",-99999
2000,9,"2000-09-08","CARP",7,12,"O",-99999
2000,9,"2000-09-08","CARP",7,13,"O",-99999
2000,9,"2000-09-08","CARP",7,14,"O",-99999
2000,9,"2000-09-08","CARP",7,15,"O",-99999
2000,9,"2000-09-08","CARP",7,16,"O",-99999
2000,9,"2000-09-08","CARP",7,23,"O",-99999
2000,9,"2000-09-08","CARP",7,24,"O",-99999
2000,9,"2000-09-08","CARP",7,25,"I",-99999
2000,9,"2000-09-08","CARP",7,25,"O",-99999
2000,9,"2000-09-08","CARP",7,26,"I",-99999
2000,9,"2000-09-08","CARP",7,26,"O",-99999
2000,9,"2000-09-08","CARP",7,27,"I",-99999
2000,9,"2000-09-08","CARP",7,27,"O",-99999
2000,9,"2000-09-08","CARP",7,34,"O",-99999
2000,9,"2000-09-08","CARP",7,35,"O",-99999
2000,9,"2000-09-08","CARP",7,36,"O",-99999
2000,9,"2000-09-08","CARP",7,37,"O",-99999
2000,9,"2000-09-08","CARP",7,38,"O",-99999
2000,9,"2000-09-08","CARP",7,39,"O",-99999
2000,9,"2000-09-08","CARP",7,40,"O",-99999
2000,9,"2000-09-08","CARP",8,27,"I",-99999
2000,9,"2000-09-08","CARP",8,33,"O",-99999
2000,9,"2000-09-18","NAPL",1,11,"I",-99999
2000,9,"2000-09-18","NAPL",1,20,"I",-99999
2000,9,"2000-09-18","NAPL",1,21,"I",-99999
2000,9,"2000-09-18","NAPL",1,22,"I",-99999
2000,9,"2000-09-18","NAPL",1,24,"I",-99999
2000,9,"2000-09-18","NAPL",1,24,"O",-99999
2000,9,"2000-09-18","NAPL",1,25,"O",-99999
2000,9,"2000-09-18","NAPL",1,27,"O",-99999
2000,9,"2000-09-18","NAPL",1,28,"I",-99999
2000,9,"2000-09-18","NAPL",1,28,"O",-99999
2000,9,"2000-09-18","NAPL",1,29,"I",-99999
2000,9,"2000-09-18","NAPL",1,30,"I",-99999
2000,9,"2000-09-18","NAPL",1,30,"O",-99999
2000,9,"2000-09-18","NAPL",1,31,"I",-99999
2000,9,"2000-09-18","NAPL",1,32,"O",-99999
2000,9,"2000-09-18","NAPL",1,34,"I",-99999
2000,9,"2000-09-18","NAPL",1,34,"O",-99999
2000,9,"2000-09-18","NAPL",1,35,"I",-99999
2000,9,"2000-09-18","NAPL",1,35,"O",-99999
2000,9,"2000-09-18","NAPL",1,36,"I",-99999
2000,9,"2000-09-18","NAPL",1,37,"I",-99999
2000,9,"2000-09-18","NAPL",1,37,"O",-99999
2000,9,"2000-09-18","NAPL",1,38,"I",-99999
2000,9,"2000-09-18","NAPL",1,38,"O",-99999
2000,9,"2000-09-18","NAPL",1,40,"I",-99999
2000,9,"2000-09-18","NAPL",1,40,"O",-99999
2000,9,"2000-09-18","NAPL",2,1,"I",-99999
2000,9,"2000-09-18","NAPL",2,2,"I",-99999
2000,9,"2000-09-18","NAPL",2,7,"O",-99999
2000,9,"2000-09-18","NAPL",2,8,"I",-99999
2000,9,"2000-09-18","NAPL",2,13,"I",-99999
2000,9,"2000-09-18","NAPL",2,13,"O",-99999
2000,9,"2000-09-18","NAPL",2,14,"I",-99999
2000,9,"2000-09-18","NAPL",2,14,"O",-99999
2000,9,"2000-09-18","NAPL",2,15,"I",-99999
2000,9,"2000-09-18","NAPL",2,16,"I",-99999
2000,9,"2000-09-18","NAPL",2,16,"O",-99999
2000,9,"2000-09-18","NAPL",2,17,"I",-99999
2000,9,"2000-09-18","NAPL",2,17,"O",-99999
2000,9,"2000-09-18","NAPL",2,18,"O",-99999
2000,9,"2000-09-18","NAPL",2,19,"I",-99999
2000,9,"2000-09-18","NAPL",2,21,"O",-99999
2000,9,"2000-09-18","NAPL",2,22,"I",-99999
2000,9,"2000-09-18","NAPL",2,22,"O",-99999
2000,9,"2000-09-18","NAPL",2,23,"I",-99999
2000,9,"2000-09-18","NAPL",2,23,"O",-99999
2000,9,"2000-09-18","NAPL",2,24,"O",-99999
2000,9,"2000-09-18","NAPL",2,25,"O",-99999
2000,9,"2000-09-18","NAPL",2,26,"O",-99999
2000,9,"2000-09-18","NAPL",2,27,"I",-99999
2000,9,"2000-09-18","NAPL",2,27,"O",-99999
2000,9,"2000-09-18","NAPL",2,28,"I",-99999
2000,9,"2000-09-18","NAPL",2,29,"O",-99999
2000,9,"2000-09-18","NAPL",2,30,"I",-99999
2000,9,"2000-09-18","NAPL",2,30,"O",-99999
2000,9,"2000-09-18","NAPL",2,31,"O",-99999
2000,9,"2000-09-18","NAPL",2,40,"O",-99999
2000,9,"2000-09-18","NAPL",3,17,"O",-99999
2000,9,"2000-09-18","NAPL",4,1,"I",-99999
2000,9,"2000-09-18","NAPL",4,1,"O",-99999
2000,9,"2000-09-18","NAPL",4,2,"I",-99999
2000,9,"2000-09-18","NAPL",4,2,"O",-99999
2000,9,"2000-09-18","NAPL",4,3,"I",-99999
2000,9,"2000-09-18","NAPL",4,3,"O",-99999
2000,9,"2000-09-18","NAPL",4,4,"I",-99999
2000,9,"2000-09-18","NAPL",4,4,"O",-99999
2000,9,"2000-09-18","NAPL",4,5,"I",-99999
2000,9,"2000-09-18","NAPL",4,5,"O",-99999
2000,9,"2000-09-18","NAPL",4,6,"I",-99999
2000,9,"2000-09-18","NAPL",4,6,"O",-99999
2000,9,"2000-09-18","NAPL",4,7,"I",-99999
2000,9,"2000-09-18","NAPL",4,7,"O",-99999
2000,9,"2000-09-18","NAPL",4,8,"I",-99999
2000,9,"2000-09-18","NAPL",4,9,"I",-99999
2000,9,"2000-09-18","NAPL",4,9,"O",-99999
2000,9,"2000-09-18","NAPL",4,10,"O",-99999
2000,9,"2000-09-18","NAPL",4,11,"I",-99999
2000,9,"2000-09-18","NAPL",4,12,"I",-99999
2000,9,"2000-09-18","NAPL",4,13,"I",-99999
2000,9,"2000-09-18","NAPL",4,13,"O",-99999
2000,9,"2000-09-18","NAPL",4,14,"I",-99999
2000,9,"2000-09-18","NAPL",4,15,"O",-99999
2000,9,"2000-09-18","NAPL",4,16,"I",-99999
2000,9,"2000-09-18","NAPL",4,16,"O",-99999
2000,9,"2000-09-18","NAPL",4,17,"I",-99999
2000,9,"2000-09-18","NAPL",4,17,"O",-99999
2000,9,"2000-09-18","NAPL",4,18,"O",-99999
2000,9,"2000-09-18","NAPL",4,19,"I",-99999
2000,9,"2000-09-18","NAPL",4,20,"I",-99999
2000,9,"2000-09-18","NAPL",4,20,"O",-99999
2000,9,"2000-09-18","NAPL",4,21,"I",-99999
2000,9,"2000-09-18","NAPL",4,21,"O",-99999
2000,9,"2000-09-18","NAPL",4,22,"I",-99999
2000,9,"2000-09-18","NAPL",4,22,"O",-99999
2000,9,"2000-09-18","NAPL",4,24,"I",-99999
2000,9,"2000-09-18","NAPL",4,24,"O",-99999
2000,9,"2000-09-18","NAPL",4,25,"I",-99999
2000,9,"2000-09-18","NAPL",4,26,"O",-99999
2000,9,"2000-09-18","NAPL",4,32,"O",-99999
2000,9,"2000-09-18","NAPL",4,33,"I",-99999
2000,9,"2000-09-18","NAPL",4,34,"I",-99999
2000,9,"2000-09-18","NAPL",4,34,"O",-99999
2000,9,"2000-09-18","NAPL",4,35,"I",-99999
2000,9,"2000-09-18","NAPL",4,35,"O",-99999
2000,9,"2000-09-18","NAPL",4,36,"I",-99999
2000,9,"2000-09-18","NAPL",4,36,"O",-99999
2000,9,"2000-09-18","NAPL",4,37,"I",-99999
2000,9,"2000-09-18","NAPL",4,37,"O",-99999
2000,9,"2000-09-18","NAPL",4,38,"I",-99999
2000,9,"2000-09-18","NAPL",4,38,"O",-99999
2000,9,"2000-09-18","NAPL",4,39,"I",-99999
2000,9,"2000-09-18","NAPL",4,39,"O",-99999
2000,9,"2000-09-18","NAPL",4,40,"I",-99999
2000,9,"2000-09-18","NAPL",4,40,"O",-99999
2000,9,"2000-09-22","NAPL",5,4,"O",-99999
2000,9,"2000-09-22","NAPL",5,5,"I",-99999
2000,9,"2000-09-22","NAPL",5,5,"O",-99999
2000,9,"2000-09-22","NAPL",5,6,"I",-99999
2000,9,"2000-09-22","NAPL",5,6,"O",-99999
2000,9,"2000-09-22","NAPL",5,9,"O",-99999
2000,9,"2000-09-22","NAPL",5,10,"O",-99999
2000,9,"2000-09-22","NAPL",5,11,"I",-99999
2000,9,"2000-09-22","NAPL",5,11,"O",-99999
2000,9,"2000-09-22","NAPL",5,15,"I",-99999
2000,9,"2000-09-22","NAPL",5,21,"O",-99999
2000,9,"2000-09-22","NAPL",5,22,"O",-99999
2000,9,"2000-09-22","NAPL",5,25,"O",-99999
2000,9,"2000-09-22","NAPL",5,26,"O",-99999
2000,9,"2000-09-22","NAPL",5,27,"I",-99999
2000,9,"2000-09-22","NAPL",5,28,"I",-99999
2000,9,"2000-09-22","NAPL",5,28,"O",-99999
2000,9,"2000-09-22","NAPL",5,34,"O",-99999
2000,9,"2000-09-22","NAPL",6,9,"I",-99999
2000,9,"2000-09-22","NAPL",6,10,"O",-99999
2000,9,"2000-09-22","NAPL",6,27,"O",-99999
2000,9,"2000-09-22","NAPL",6,28,"O",-99999
2000,9,"2000-09-22","NAPL",6,33,"I",-99999
2000,9,"2000-09-22","NAPL",6,39,"O",-99999
2000,9,"2000-09-22","NAPL",7,2,"O",-99999
2000,9,"2000-09-22","NAPL",7,7,"I",-99999
2000,9,"2000-09-22","NAPL",7,7,"O",-99999
2000,9,"2000-09-22","NAPL",7,13,"I",-99999
2000,9,"2000-09-22","NAPL",7,14,"I",-99999
2000,9,"2000-09-22","NAPL",7,14,"O",-99999
2000,9,"2000-09-22","NAPL",7,15,"O",-99999
2000,9,"2000-09-22","NAPL",7,18,"I",-99999
2000,9,"2000-09-22","NAPL",7,21,"I",-99999
2000,9,"2000-09-22","NAPL",7,26,"O",-99999
2000,9,"2000-09-22","NAPL",7,39,"O",-99999
2000,9,"2000-09-22","NAPL",8,25,"O",-99999
2000,9,"2000-09-22","NAPL",8,33,"I",-99999
2000,9,"2000-09-22","NAPL",8,34,"I",-99999
2000,9,"2000-09-22","NAPL",8,39,"O",-99999
2000,9,"2000-09-22","NAPL",8,40,"I",-99999
2001,8,"2001-08-22","ABUR",1,1,"I",-99999
2001,8,"2001-08-22","ABUR",1,6,"I",-99999
2001,8,"2001-08-22","ABUR",1,7,"I",-99999
2001,8,"2001-08-22","ABUR",1,11,"O",-99999
2001,8,"2001-08-22","ABUR",1,12,"O",-99999
2001,8,"2001-08-22","ABUR",1,13,"O",-99999
2001,8,"2001-08-22","ABUR",1,15,"O",-99999
2001,8,"2001-08-22","ABUR",1,17,"O",-99999
2001,8,"2001-08-22","ABUR",1,19,"O",-99999
2001,8,"2001-08-22","ABUR",1,19,"I",-99999
2001,8,"2001-08-22","ABUR",1,20,"O",-99999
2001,8,"2001-08-22","ABUR",1,20,"I",-99999
2001,8,"2001-08-22","ABUR",1,23,"I",-99999
2001,8,"2001-08-22","ABUR",1,24,"O",-99999
2001,8,"2001-08-22","ABUR",1,24,"I",-99999
2001,8,"2001-08-22","ABUR",1,26,"O",-99999
2001,8,"2001-08-22","ABUR",1,26,"I",-99999
2001,8,"2001-08-22","ABUR",1,27,"O",-99999
2001,8,"2001-08-22","ABUR",1,27,"I",-99999
2001,8,"2001-08-22","ABUR",1,28,"O",-99999
2001,8,"2001-08-22","ABUR",1,28,"I",-99999
2001,8,"2001-08-22","ABUR",1,29,"O",-99999
2001,8,"2001-08-22","ABUR",1,30,"I",-99999
2001,8,"2001-08-22","ABUR",1,32,"O",-99999
2001,8,"2001-08-22","ABUR",1,33,"I",-99999
2001,8,"2001-08-22","ABUR",1,36,"O",-99999
2001,8,"2001-08-22","ABUR",1,36,"I",-99999
2001,8,"2001-08-22","ABUR",1,38,"O",-99999
2001,8,"2001-08-22","ABUR",1,39,"I",-99999
2001,8,"2001-08-22","ABUR",1,40,"O",-99999
2001,8,"2001-08-22","ABUR",2,2,"O",-99999
2001,8,"2001-08-22","ABUR",2,3,"O",-99999
2001,8,"2001-08-22","ABUR",2,3,"I",-99999
2001,8,"2001-08-22","ABUR",2,4,"O",-99999
2001,8,"2001-08-22","ABUR",2,10,"I",-99999
2001,8,"2001-08-22","ABUR",2,11,"O",-99999
2001,8,"2001-08-22","ABUR",2,12,"O",-99999
2001,8,"2001-08-22","ABUR",2,12,"I",-99999
2001,8,"2001-08-22","ABUR",2,23,"O",-99999
2001,8,"2001-08-22","ABUR",2,30,"O",-99999
2001,8,"2001-08-22","ABUR",2,32,"O",-99999
2001,8,"2001-08-27","AHND",1,5,"I",-99999
2001,8,"2001-08-27","AHND",1,5,"O",-99999
2001,8,"2001-08-27","AHND",1,7,"O",-99999
2001,8,"2001-08-27","AHND",1,13,"I",-99999
2001,8,"2001-08-27","AHND",1,16,"I",-99999
2001,8,"2001-08-27","AHND",1,17,"O",-99999
2001,8,"2001-08-27","AHND",1,18,"I",-99999
2001,8,"2001-08-27","AHND",1,20,"I",-99999
2001,8,"2001-08-27","AHND",1,21,"O",-99999
2001,8,"2001-08-27","AHND",1,23,"I",-99999
2001,8,"2001-08-27","AHND",1,24,"O",-99999
2001,8,"2001-08-27","AHND",1,25,"I",-99999
2001,8,"2001-08-27","AHND",1,25,"O",-99999
2001,8,"2001-08-27","AHND",1,26,"I",-99999
2001,8,"2001-08-27","AHND",1,28,"I",-99999
2001,8,"2001-08-27","AHND",1,28,"O",-99999
2001,8,"2001-08-27","AHND",1,32,"O",-99999
2001,8,"2001-08-27","AHND",1,33,"O",-99999
2001,8,"2001-08-27","AHND",1,35,"I",-99999
2001,8,"2001-08-27","AHND",1,36,"O",-99999
2001,8,"2001-08-27","AHND",1,37,"O",-99999
2001,8,"2001-08-27","AHND",1,38,"O",-99999
2001,8,"2001-08-27","AHND",2,1,"O",-99999
2001,8,"2001-08-27","AHND",2,2,"I",-99999
2001,8,"2001-08-27","AHND",2,2,"O",-99999
2001,8,"2001-08-27","AHND",2,5,"I",-99999
2001,8,"2001-08-27","AHND",2,5,"O",-99999
2001,8,"2001-08-27","AHND",2,6,"O",-99999
2001,8,"2001-08-27","AHND",2,7,"O",-99999
2001,8,"2001-08-27","AHND",2,8,"I",-99999
2001,8,"2001-08-27","AHND",2,9,"O",-99999
2001,8,"2001-08-27","AHND",2,11,"O",-99999
2001,8,"2001-08-27","AHND",2,12,"I",-99999
2001,8,"2001-08-27","AHND",2,14,"I",-99999
2001,8,"2001-08-27","AHND",2,15,"I",-99999
2001,8,"2001-08-27","AHND",2,15,"O",-99999
2001,8,"2001-08-27","AHND",2,16,"I",-99999
2001,8,"2001-08-27","AHND",2,17,"I",-99999
2001,8,"2001-08-27","AHND",2,17,"O",-99999
2001,8,"2001-08-27","AHND",2,18,"O",-99999
2001,8,"2001-08-27","AHND",2,22,"I",-99999
2001,8,"2001-08-27","AHND",2,23,"I",-99999
2001,8,"2001-08-27","AHND",2,25,"I",-99999
2001,8,"2001-08-27","AHND",2,26,"I",-99999
2001,8,"2001-08-27","AHND",2,26,"O",-99999
2001,8,"2001-08-27","AHND",2,27,"I",-99999
2001,8,"2001-08-27","AHND",2,28,"I",-99999
2001,8,"2001-08-27","AHND",2,29,"I",-99999
2001,8,"2001-08-27","AHND",2,30,"I",-99999
2001,8,"2001-08-27","AHND",2,31,"I",-99999
2001,8,"2001-08-27","AHND",2,31,"O",-99999
2001,8,"2001-08-27","AHND",2,32,"O",-99999
2001,8,"2001-08-27","AHND",2,33,"O",-99999
2001,8,"2001-08-27","AHND",2,34,"I",-99999
2001,8,"2001-08-27","AHND",2,34,"O",-99999
2001,8,"2001-08-27","AHND",2,35,"I",-99999
2001,8,"2001-08-27","AHND",2,35,"O",-99999
2001,8,"2001-08-27","AHND",2,36,"O",-99999
2001,8,"2001-08-27","AHND",2,37,"I",-99999
2001,8,"2001-08-27","AHND",2,38,"I",-99999
2001,8,"2001-08-27","AHND",2,39,"I",-99999
2001,8,"2001-08-21","AQUE",1,1,"I",-99999
2001,8,"2001-08-21","AQUE",1,1,"O",-99999
2001,8,"2001-08-21","AQUE",1,6,"O",-99999
2001,8,"2001-08-21","AQUE",1,7,"O",-99999
2001,8,"2001-08-21","AQUE",1,9,"I",-99999
2001,8,"2001-08-21","AQUE",1,12,"I",-99999
2001,8,"2001-08-21","AQUE",1,12,"O",-99999
2001,8,"2001-08-21","AQUE",1,14,"O",-99999
2001,8,"2001-08-21","AQUE",1,16,"O",-99999
2001,8,"2001-08-21","AQUE",1,17,"O",-99999
2001,8,"2001-08-21","AQUE",1,18,"I",-99999
2001,8,"2001-08-21","AQUE",1,19,"I",-99999
2001,8,"2001-08-21","AQUE",1,21,"I",-99999
2001,8,"2001-08-21","AQUE",1,21,"O",-99999
2001,8,"2001-08-21","AQUE",1,22,"I",-99999
2001,8,"2001-08-21","AQUE",1,22,"O",-99999
2001,8,"2001-08-21","AQUE",1,24,"I",-99999
2001,8,"2001-08-21","AQUE",1,29,"O",-99999
2001,8,"2001-08-21","AQUE",1,32,"O",-99999
2001,8,"2001-08-21","AQUE",2,16,"O",-99999
2001,8,"2001-08-21","AQUE",2,20,"O",-99999
2001,8,"2001-08-21","AQUE",2,21,"I",-99999
2001,8,"2001-08-21","AQUE",2,23,"I",-99999
2001,8,"2001-08-21","AQUE",2,24,"O",-99999
2001,8,"2001-08-21","AQUE",2,25,"I",-99999
2001,8,"2001-08-21","AQUE",2,26,"O",-99999
2001,8,"2001-08-21","AQUE",2,29,"I",-99999
2001,8,"2001-08-21","AQUE",2,30,"I",-99999
2001,8,"2001-08-21","AQUE",2,30,"O",-99999
